#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
0.04000000000000001,-23492.73889863277,206.58460208855104,-23286.15429654422,23.495429417261935,11.497268126625892,0.9593526793764847
0.08000000000000004,-23516.60999238277,412.141197822697,-23104.468794560074,46.87394087211897,11.497268126625892,0.9593526793764847
0.12000000000000008,-23557.68421113277,624.8991499828408,-22932.78506114993,71.07148220580042,11.497268126625892,0.9593526793764847
0.16000000000000011,-23565.59046113277,750.1979095448041,-22815.392551587967,85.32205137501992,11.497268126625892,0.9593526793764847
0.20000000000000015,-23566.14905488277,918.9573371779406,-22647.19171770483,104.51552068669825,11.497268126625892,0.9593526793764847
0.24000000000000019,-23543.49671113277,1014.7999358526431,-22528.69677528013,115.41596045598556,11.497268126625892,0.9593526793764847
0.2800000000000002,-23540.62561738277,1135.0998004600406,-22405.52581692273,129.09799168780853,11.497268126625892,0.9593526793764847
0.32000000000000023,-23457.41467988277,1155.7238946324214,-22301.69078525035,131.4436260866125,11.497268126625892,0.9593526793764847
0.36000000000000026,-23450.53967988277,1241.2012670282274,-22209.338412854544,141.16520044208076,11.497268126625892,0.9593526793764847
0.4000000000000003,-23428.62171113277,1362.3504022592679,-22066.271308873504,154.94382153487217,11.497268126625892,0.9593526793764847
0.44000000000000034,-23384.30921113277,1431.2535660516005,-21953.05564508117,162.78036600692752,11.497268126625892,0.9593526793764847
0.48000000000000037,-23359.94202363277,1502.9332150708651,-21857.008808561906,170.93268770544572,11.497268126625892,0.9593526793764847
0.5200000000000004,-23277.77796113277,1491.130662873853,-21786.64729825892,169.5903513004818,11.497268126625892,0.9593526793764847
0.5600000000000004,-23261.04749238277,1541.4651012294926,-21719.58239115328,175.31502405772594,11.497268126625892,0.9593526793764847
0.6000000000000004,-23295.25452363277,1648.807771350257,-21646.446752282514,187.52339827238205,11.497268126625892,0.9593526793764847
0.6400000000000005,-23288.04358613277,1672.305514327716,-21615.738071805055,190.19586057601103,11.497268126625892,0.9593526793764847
0.6800000000000005,-23185.59827363277,1683.0372633254156,-21502.561010307356,191.4164116168439,11.497268126625892,0.9593526793764847
0.7200000000000005,-23265.75842988277,1838.5859942762181,-21427.172435606553,209.10739241623907,11.497268126625892,0.9593526793764847
0.7600000000000006,-23244.59046113277,1842.9722473477013,-21401.61821378507,209.60625292377637,11.497268126625892,0.9593526793764847
0.8000000000000006,-23136.20764863277,1761.801658578217,-21374.405990054554,200.37450079941652,11.497268126625892,0.9593526793764847
0.8400000000000006,-23049.44983613277,1757.8138805711642,-21291.635955561607,199.92095994618168,11.497268126625892,0.9593526793764847
0.8800000000000007,-23086.67249238277,1823.6085902317427,-21263.06390215103,207.40397146412982,11.497268126625892,0.9593526793764847
0.9200000000000007,-23098.17639863277,1909.5212230505422,-21188.65517558223,217.17504917291282,11.497268126625892,0.9593526793764847
0.9600000000000007,-23143.26624238277,2025.6369142234325,-21117.62932815934,230.38120296466448,11.497268126625892,0.9593526793764847
1.0000000000000007,-23165.93030488277,2070.1691127422964,-21095.761192140475,235.44597118319308,11.497268126625892,0.9593526793764847
1.0400000000000007,-23059.86389863277,2010.2219110114966,-21049.641987621275,228.62801266746288,11.497268126625892,0.9593526793764847
1.0800000000000007,-23171.14514863277,2173.2406513543683,-20997.904497278403,247.16857797917524,11.497268126625892,0.9593526793764847
1.1200000000000008,-23084.41077363277,2169.7741320920177,-20914.636641540754,246.77432130259476,11.497268126625892,0.9593526793764847
1.1600000000000008,-22962.19202363277,2021.2364480837714,-20940.955575549,229.88072596617485,11.497268126625892,0.9593526793764847
1.2000000000000008,-22945.87171113277,2071.1663485579193,-20874.705362574852,235.5593895284204,11.497268126625892,0.9593526793764847
1.2400000000000009,-22945.01624238277,2092.414159009233,-20852.60208337354,237.9759608782842,11.497268126625892,0.9593526793764847
1.280000000000001,-22870.05921113277,2084.389408422634,-20785.669802710137,237.06328413910614,11.497268126625892,0.9593526793764847
